playerName,team,rating,region,playerCategory,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent_1,agent_2,agent_3
SoOn,MDR,0.94,EMEA,vct-challengers,174.3,0.95,67%,121.0,0.64,0.21,0.08,0.11,24%,22%,cypher,killjoy,
soRa,IMP,0.91,EMEA,vct-challengers,204.7,0.81,64%,132.7,0.68,0.19,0.12,0.20,19%,,raze,yoru,reyna
soren,AKR,0.81,EMEA,vct-challengers,185.8,0.79,68%,125.2,0.63,0.18,0.18,0.19,31%,18%,raze,neon,jett
Sou,ARC,0.66,Pacific,vct-challengers,151.0,0.58,69%,95.4,0.46,0.36,0.05,0.08,25%,,fade,skye,
SouhcNi,SUP,0.84,EMEA,vct-challengers,166.8,0.80,69%,109.3,0.55,0.33,0.07,0.08,26%,11%,sova,fade,skye
souhm,Laby,01.01,Americas,vct-game-changer,232.5,0.84,58%,149.3,0.75,0.13,0.06,0.11,32%,12%,raze,jett,breach
soulcas,APK,1.19,EMEA,vct-challengers,225.2,1.31,75%,146.7,0.79,0.39,0.08,0.07,36%,16%,sova,viper,raze
Sovano,APH,0.84,Pacific,vct-challengers,203.6,0.86,65%,134.6,0.71,0.10,0.14,0.24,28%,7%,jett,raze,iso
Sp1ke,CG,01.03,EMEA,vct-challengers,210.9,01.04,68%,136.3,0.73,0.20,0.18,0.16,24%,31%,brimstone,jett,viper
SparkeR,QLSH,0.78,EMEA,vct-challengers,157.7,0.73,66%,94.3,0.54,0.20,0.08,0.08,34%,17%,brimstone,omen,
Sparticus,OneD,0.35,Americas,vct-challengers,84.0,0.23,43%,60.1,0.20,0.23,0.06,0.14,16%,,fade,viper,
Spaz,BLIN,1.16,Americas,vct-challengers,202.6,1.13,76%,130.6,0.69,0.46,0.07,0.07,21%,24%,viper,omen,astra
speed,38,0.81,Americas,vct-challengers,174.0,0.70,58%,114.2,0.61,0.21,0.13,0.03,32%,13%,sova,astra,
speedowka,KC.GC,0.92,EMEA,vct-game-changer,170.9,0.88,75%,112.3,0.62,0.42,0.05,0.07,34%,13%,skye,breach,kayo
speq,Bumb,0.70,Americas,vct-game-changer,147.6,0.62,63%,96.6,0.51,0.34,0.05,0.11,24%,12%,fade,kayo,breach
spidey,Dipl,0.56,Americas,vct-game-changer,136.0,0.56,50%,91.2,0.48,0.10,0.03,0.05,41%,,cypher,sova,
SpiritZ1,DRG,1.20,Pacific,vct-challengers,286.0,1.23,72%,185.9,01.02,0.16,0.24,0.16,38%,6%,raze,jett,iso
Spitfires,AG,,China,vct-international,202.0,0.91,,128.5,0.71,0.15,0.22,0.20,,,cypher,jett,killjoy
splash,IGN,1.19,Pacific,vct-challengers,273.2,1.24,75%,179.4,0.94,0.21,0.22,0.14,25%,14%,reyna,raze,neon
SPMAK,DIV,0.90,EMEA,vct-challengers,170.9,0.82,72%,110.3,0.56,0.44,0.07,0.09,17%,12%,skye,sage,gekko
Spocki,Bloo,0.86,EMEA,vct-challengers,169.7,0.83,69%,115.2,0.62,0.27,0.07,0.11,32%,11%,kayo,skye,gekko
Spolen,godi,0.78,EMEA,vct-challengers,156.6,0.74,64%,105.5,0.54,0.23,0.04,0.08,33%,13%,sova,gekko,skye
spoof,Crim,0.99,Americas,vct-challengers,220.6,01.05,66%,141.1,0.77,0.18,0.13,0.14,24%,14%,jett,neon,reyna
SpookeyDog,UCSB,0.56,Americas,vct-challengers,134.0,0.55,64%,89.2,0.46,0.38,0.05,0.05,24%,40%,gekko,clove,
Spooky,(+2),0.72,Americas,vct-game-changer,174.3,0.66,55%,117.8,0.58,0.12,0.09,0.11,25%,4%,cypher,killjoy,raze
Spooky,44,0.71,Americas,vct-challengers,184.5,0.78,55%,120.1,0.66,0.07,0.07,0.14,18%,17%,cypher,raze,
Spring,WOL,,China,vct-international,203.6,0.96,,159.8,0.70,0.20,0.17,0.24,,,jett,omen,raze
squirmor,UCF.B,0.82,Americas,vct-challengers,156.0,0.77,70%,102.2,0.55,0.45,0.04,0.13,26%,14%,fade,kayo,skye
sScary,BLD,1.11,Pacific,vct-international,214.0,01.09,75%,141.2,0.75,0.36,0.08,0.06,27%,14%,viper,omen,brimstone
sSef,SCC,0.94,Americas,vct-challengers,186.0,0.87,70%,121.4,0.63,0.43,0.07,0.08,29%,9%,viper,omen,
StaGGeR,43,0.56,Americas,vct-challengers,113.5,0.44,53%,79.7,0.35,0.44,0.05,0.09,27%,17%,breach,kayo,
stallion,TMU.B,0.78,Americas,vct-challengers,177.0,0.68,69%,120.9,0.58,0.42,0.08,0.08,29%,33%,viper,skye,
standoff,PCF,1.17,EMEA,vct-challengers,277.5,1.18,64%,191.8,0.91,0.25,0.25,0.16,29%,33%,jett,raze,
star,FKS.S,01.06,EMEA,vct-game-changer,226.1,1.14,72%,147.8,0.81,0.16,0.17,0.15,33%,5%,jett,raze,neon
StarBound,FLY.R,1.14,Americas,vct-game-changer,215.3,1.24,75%,142.6,0.77,0.21,0.09,0.07,20%,17%,cypher,killjoy,viper
starki,MOUZ,0.99,EMEA,vct-challengers,192.5,01.01,72%,124.5,0.68,0.35,0.09,0.10,31%,13%,omen,brimstone,viper
Starkista,28,0.28,EMEA,vct-game-changer,91.0,0.25,39%,52.3,0.25,0.29,0.00,0.04,22%,17%,astra,omen,
starkk,NOVO,01.04,EMEA,vct-challengers,183.4,01.01,73%,120.9,0.65,0.33,0.07,0.06,26%,15%,kayo,sage,sova
Starlight,86,01.03,Americas,vct-game-changer,185.0,1.00,67%,128.1,0.65,0.29,0.05,0.15,32%,19%,sova,brimstone,omen
starly,TLP,0.94,Americas,vct-challengers,161.3,0.93,77%,114.4,0.59,0.25,0.06,0.07,26%,,fade,sage,sova
starriebun,SISU,0.94,Pacific,vct-game-changer,177.4,0.88,74%,112.7,0.62,0.43,0.06,0.05,22%,16%,omen,viper,brimstone
starxo,KOI,0.94,EMEA,vct-international,180.3,0.91,71%,117.5,0.62,0.42,0.07,0.11,23%,18%,harbor,skye,fade
STAVINCI,ATN,0.95,EMEA,vct-challengers,176.3,0.91,71%,116.2,0.63,0.36,0.05,0.07,33%,18%,omen,breach,skye
Stay,SaD,0.82,Americas,vct-game-changer,214.5,0.80,64%,144.8,0.71,0.16,0.21,0.22,21%,,raze,reyna,jett
stay,38,0.75,Americas,vct-game-changer,168.5,0.70,50%,123.9,0.61,0.13,0.05,0.21,19%,,sova,raze,
Stazy,(+2),0.69,Pacific,vct-challengers,155.2,0.62,62%,106.3,0.52,0.28,0.08,0.11,35%,,kayo,gekko,raze
steezy,Pros,0.81,Americas,vct-challengers,166.3,0.71,59%,112.5,0.59,0.28,0.06,0.12,22%,5%,fade,jett,gekko
stellar,DZ,01.02,Americas,vct-challengers,182.9,1.00,73%,122.3,0.65,0.33,0.04,0.07,22%,12%,fade,omen,sova
stepa,FUZO,0.67,EMEA,vct-challengers,164.5,0.64,54%,113.8,0.56,0.17,0.10,0.21,19%,9%,raze,jett,
sterben,GAL,01.03,EMEA,vct-challengers,200.5,01.03,73%,130.9,0.70,0.38,0.09,0.09,31%,14%,omen,viper,brimstone
StereohearT,MYS,1.26,Pacific,vct-challengers,262.0,1.20,69%,167.7,0.93,0.13,0.18,0.20,32%,,jett,,
stev0rr,UOL,0.81,EMEA,vct-challengers,149.6,0.72,60%,112.0,0.52,0.22,0.06,0.08,26%,9%,cypher,killjoy,
stew,JDG,,China,vct-international,233.5,1.20,,151.7,0.83,0.16,0.14,0.15,,,raze,jett,neon
stike,MZP,0.72,EMEA,vct-challengers,159.3,0.73,68%,102.0,0.57,0.16,0.11,0.18,33%,,omen,astra,viper
Stix,INCO,0.99,EMEA,vct-challengers,186.1,0.93,75%,122.8,0.67,0.26,0.08,0.05,27%,15%,skye,yoru,kayo
sTizzy,DOM,1.39,Pacific,vct-challengers,287.5,1.34,77%,187.2,1.00,0.28,0.16,0.05,42%,18%,killjoy,brimstone,
Stokesy,RUD,0.81,EMEA,vct-challengers,185.5,0.77,51%,116.3,0.66,0.17,0.03,0.06,22%,,astra,omen,
stolen,APE,0.83,EMEA,vct-challengers,174.8,0.81,59%,121.0,0.61,0.19,0.08,0.13,27%,11%,killjoy,viper,cypher
stonezy,325,1.00,EMEA,vct-challengers,206.6,0.99,61%,134.4,0.75,0.12,0.15,0.16,23%,18%,jett,raze,yoru
strahlen,NB,0.94,EMEA,vct-game-changer,173.4,0.81,73%,108.5,0.55,0.50,0.06,0.12,32%,55%,skye,breach,omen
Stray,30,0.65,Americas,vct-challengers,176.0,0.59,50%,118.4,0.57,0.10,0.03,0.27,21%,17%,raze,jett,
StrwbryBagel,63,0.63,Pacific,vct-game-changer,128.3,0.60,54%,96.6,0.48,0.22,0.10,0.13,28%,,cypher,sova,
STRYKER,68,0.57,Pacific,vct-challengers,142.8,0.54,51%,93.6,0.50,0.10,0.04,0.19,22%,,yoru,fade,
stunna,VZ,01.05,Americas,vct-challengers,238.0,1.21,68%,149.2,0.84,0.16,0.16,0.19,26%,25%,raze,jett,
Stunny,Yonk,0.87,Americas,vct-challengers,189.0,0.69,59%,131.5,0.64,0.41,0.05,0.03,30%,,viper,omen,
stupidseal9,36,0.82,Americas,vct-game-changer,184.0,0.82,61%,117.3,0.64,0.06,0.14,0.17,40%,,cypher,killjoy,
sturNN,IW,0.87,EMEA,vct-challengers,182.9,0.84,67%,120.0,0.63,0.24,0.07,0.09,30%,9%,omen,cypher,killjoy
style,Blue,0.75,Americas,vct-challengers,166.3,0.71,69%,105.5,0.56,0.43,0.08,0.12,27%,,omen,viper,skye
STYRON,DSG,01.06,Pacific,vct-challengers,192.6,01.08,73%,127.9,0.68,0.31,0.07,0.06,27%,19%,sova,skye,fade
subbey,RDA,0.97,Pacific,vct-challengers,194.7,0.92,70%,127.6,0.68,0.32,0.07,0.05,31%,16%,sova,skye,
Suda,30,0.73,Americas,vct-challengers,193.5,0.61,50%,129.4,0.57,0.23,0.00,0.17,21%,13%,raze,,
Sueiy,DXG,1.23,Americas,vct-challengers,219.5,1.13,74%,144.6,0.86,0.45,0.07,0.10,34%,30%,omen,astra,
Suhnny,FLUX,1.22,Americas,vct-challengers,253.0,1.33,71%,157.9,0.95,0.21,0.07,0.07,28%,20%,gekko,fade,
Sujbubby,30,0.28,Americas,vct-challengers,93.5,0.31,33%,66.5,0.30,0.13,0.00,0.17,19%,,brimstone,omen,
Suka,RLF,01.08,Pacific,vct-challengers,217.3,01.04,74%,145.6,0.77,0.42,0.09,0.09,26%,15%,omen,brimstone,cypher
sultan,RVNT,1.26,Pacific,vct-challengers,241.5,1.33,73%,158.9,0.87,0.28,0.10,0.09,37%,10%,omen,viper,cypher
SummonHalfa,AXL,1.15,EMEA,vct-challengers,198.0,1.15,83%,126.4,0.76,0.46,0.05,0.02,28%,,kayo,breach,
Sunden,Laby,0.46,Americas,vct-game-changer,119.0,0.41,51%,86.9,0.37,0.17,0.06,0.10,18%,,viper,sova,gekko
Sunny,Flam,0.62,Americas,vct-game-changer,140.3,0.56,54%,98.2,0.48,0.13,0.07,0.15,31%,,cypher,killjoy,
sunny,208,0.83,EMEA,vct-challengers,170.7,0.78,68%,115.8,0.61,0.31,0.06,0.07,33%,,viper,omen,fade
sunrise,Neon,0.77,Americas,vct-game-changer,179.4,0.69,64%,114.5,0.59,0.36,0.08,0.14,26%,42%,breach,skye,harbor
sunshine,WHO,0.81,EMEA,vct-challengers,170.7,0.79,64%,112.2,0.61,0.22,0.06,0.10,28%,12%,omen,killjoy,cypher
Sunshiny,(+1),0.73,EMEA,vct-game-changer,181.6,0.69,60%,124.5,0.60,0.20,0.14,0.18,26%,6%,raze,jett,yoru
supA,MAD.SC,0.73,Americas,vct-challengers,132.5,0.60,56%,94.0,0.45,0.21,0.03,0.05,26%,,killjoy,gekko,omen
supamen,EG,1.00,Americas,vct-international,196.9,0.98,71%,127.7,0.70,0.28,0.10,0.12,39%,17%,omen,viper,clove
SUPERKAT,PAW,0.94,Americas,vct-game-changer,187.7,0.94,68%,125.5,0.66,0.22,0.14,0.16,28%,14%,viper,sova,raze
superkata,NES,0.88,Pacific,vct-challengers,199.2,0.91,66%,135.9,0.70,0.17,0.20,0.21,29%,18%,jett,neon,
SUPERPHROG,HERO,0.77,EMEA,vct-game-changer,156.3,0.76,61%,109.9,0.58,0.16,0.07,0.11,34%,13%,skye,gekko,raze
SUPERSTEW,35,0.68,Americas,vct-challengers,113.5,0.43,51%,78.8,0.37,0.40,0.00,0.09,11%,11%,kayo,omen,
Surf,TLN,0.97,Pacific,vct-international,181.9,0.97,70%,121.4,0.63,0.21,0.08,0.07,38%,5%,killjoy,viper,cypher
surfer,31,0.99,Americas,vct-challengers,223.5,0.88,65%,151.6,0.74,0.06,0.00,0.00,24%,,killjoy,cypher,
susbake,NB,01.03,EMEA,vct-game-changer,220.6,01.02,71%,145.7,0.76,0.25,0.11,0.10,33%,22%,sage,deadlock,sova
Sushi,SCC.A,0.87,Americas,vct-challengers,165.8,0.74,69%,113.3,0.61,0.29,0.04,0.03,24%,,viper,omen,sage
Sushiboys,FS,01.09,Pacific,vct-challengers,208.2,1.14,74%,136.8,0.74,0.30,0.07,0.06,23%,20%,killjoy,cypher,breach
SUYGETSU,NAVI,1.00,EMEA,vct-international,184.9,01.01,72%,125.7,0.66,0.21,0.07,0.06,33%,12%,viper,cypher,killjoy
suyjing,KBG,,China,vct-challengers,266.5,1.16,,168.8,0.90,0.15,0.15,0.12,,,yoru,deadlock,
svL,BTR,0.94,Americas,vct-challengers,174.8,0.87,72%,111.8,0.60,0.30,0.04,0.05,22%,10%,fade,kayo,gekko
svnny,Ukiy,0.70,Americas,vct-game-changer,141.3,0.57,57%,96.0,0.46,0.34,0.03,0.10,32%,2%,breach,kayo,viper
svv,Thri,0.83,Americas,vct-game-changer,166.2,0.70,62%,115.7,0.54,0.32,0.05,0.04,29%,13%,killjoy,cypher,deadlock
SwayZ,MU,01.06,Americas,vct-challengers,230.0,01.07,68%,155.1,0.81,0.14,0.18,0.17,31%,14%,reyna,jett,raze
SWERL,NOVA,,China,vct-international,228.3,01.01,,140.7,0.78,0.19,0.14,0.18,,,raze,jett,killjoy
Swifts,DK,0.48,Americas,vct-challengers,150.8,0.54,55%,97.4,0.51,0.11,0.15,0.28,25%,,raze,jett,
sword,OP,0.98,EMEA,vct-challengers,189.2,0.89,70%,128.6,0.65,0.30,0.09,0.09,24%,11%,cypher,jett,sova
sword9,JDG,,China,vct-international,171.3,0.78,,122.6,0.57,0.32,0.06,0.12,,,sova,kayo,fade
sxaph,(+1),0.70,Americas,vct-game-changer,159.8,0.61,51%,105.0,0.51,0.11,0.05,0.15,25%,3%,raze,cypher,jett
syazren,RS,0.73,Pacific,vct-challengers,163.0,0.62,77%,111.1,0.54,0.46,0.00,0.05,27%,,fade,,
syd89,(+1),0.77,Pacific,vct-game-changer,144.9,0.66,65%,98.5,0.50,0.38,0.04,0.06,30%,15%,omen,brimstone,kayo
SyKo,PUG,0.83,Pacific,vct-challengers,175.9,0.78,68%,117.0,0.60,0.30,0.06,0.11,35%,18%,sova,gekko,skye
Syllene,FF,0.80,EMEA,vct-game-changer,177.0,0.79,64%,122.4,0.62,0.23,0.05,0.11,33%,,cypher,reyna,killjoy
Sylva,XL.GC,0.84,EMEA,vct-game-changer,183.6,0.83,68%,116.2,0.64,0.28,0.10,0.10,26%,11%,kayo,breach,harbor
sym,TSM,01.02,Americas,vct-challengers,241.1,01.06,70%,157.2,0.83,0.21,0.23,0.20,30%,19%,raze,jett,kayo
symoN,HOF,0.42,EMEA,vct-challengers,103.0,0.36,53%,72.2,0.33,0.20,0.04,0.10,37%,,skye,kayo,gekko
Syratch,Ping,0.93,EMEA,vct-challengers,193.0,0.76,76%,123.8,0.60,0.58,0.05,0.11,20%,,skye,kayo,
Sythrine,74,1.00,Americas,vct-game-changer,225.5,0.94,58%,150.3,0.80,0.16,0.15,0.14,32%,,jett,raze,
syyse,RTZN,01.02,EMEA,vct-challengers,198.2,1.10,69%,133.5,0.75,0.23,0.07,0.04,27%,18%,gekko,sova,
Szalony,55,0.69,EMEA,vct-challengers,170.3,0.69,60%,124.6,0.60,0.18,0.13,0.16,37%,,iso,jett,
szimpli,DVM,0.97,EMEA,vct-challengers,220.9,0.97,68%,145.3,0.76,0.17,0.18,0.20,29%,8%,raze,jett,yoru
szoren,GENK,01.04,EMEA,vct-challengers,200.7,01.07,72%,131.3,0.73,0.33,0.07,0.09,30%,7%,raze,kayo,sova
szuler,38,01.04,EMEA,vct-challengers,219.5,01.03,66%,134.0,0.79,0.16,0.18,0.16,42%,10%,skye,,
T0BA,(+3),01.07,EMEA,vct-challengers,204.4,1.10,73%,137.1,0.72,0.28,0.09,0.08,24%,15%,fade,skye,sova
T3mpu,HOF,0.88,EMEA,vct-challengers,186.7,0.79,65%,128.5,0.69,0.27,0.15,0.11,29%,6%,skye,kayo,clove
